RID,GroupAssignment,Age_Yrs,Year_of_Study,Live_Pets,Consumer_BARK,S1_1,L1_1,L1_2,L1_3,L1_4,L1_5,L1_6,L1_7,L1_8,L1_9,L1_10,L1_11,L1_12,L1_13,L1_14,L1_15,L1_16,L1_17,L1_18,L1_19,L1_20,SC1_1,SC1_2,SC1_3,SC1_4,SC1_5,SC1_6,SC1_7,SC1_8,SC1_9,SC1_10,SC1_11,SC1_12,SC1_13,SC1_14,SC1_15,SC1_16,SC1_17,SC1_18,SC1_19,SC1_20,S2_1,L2_1,L2_2,L2_3,L2_4,L2_5,L2_6,L2_7,L2_8,L2_9,L2_10,L2_11,L2_12,L2_13,L2_14,L2_15,L2_16,L2_17,L2_18,L2_19,L2_20,SC2_1,SC2_2,SC2_3,SC2_4,SC2_5,SC2_6,SC2_7,SC2_8,SC2_9,SC2_10,SC2_11,SC2_12,SC2_13,SC2_14,SC2_15,SC2_16,SC2_17,SC2_18,SC2_19,SC2_20
70,Control,27,3,1,2,4,2,3,3,3,3,2,3,2,4,3,3,3,3,4,2,3,3,3,3,2,4,3,4,5,4,5,5,5,6,5,5,4,4,4,5,5,2,4,3,1,4,3,3,3,3,3,2,3,2,4,3,3,3,3,3,2,3,2,3,3,3,5,4,6,6,4,2,3,5,2,5,4,3,4,6,5,5,2,4,4,1
71,Direct,22,4,2,1,4,3,3,2,1,4,3,2,2,3,3,2,3,2,1,3,3,2,2,4,4,2,4,2,4,5,1,2,4,2,5,2,5,5,4,2,5,2,3,4,2,2,3,2,2,1,4,3,1,3,3,3,2,2,1,2,4,3,2,2,4,3,3,4,2,4,5,2,3,4,2,5,2,5,2,4,3,5,2,2,4,3
72,Indirect,18,1,2,1,3,3,4,2,3,3,3,2,3,4,3,4,2,3,3,2,3,3,2,3,3,4,4,2,4,3,2,4,2,6,3,3,3,2,4,2,4,5,4,6,3,2,2,4,2,3,3,3,3,3,4,3,4,3,4,3,3,3,3,3,3,4,5,4,2,5,3,3,3,3,6,4,5,3,2,4,2,4,6,5,6,3
73,Control,20,3,1,1,3,4,1,1,2,4,4,1,2,3,4,2,2,2,2,4,4,3,2,4,4,2,3,2,2,5,2,2,4,2,5,3,5,2,5,2,5,3,3,4,2,2,4,2,1,2,4,4,1,2,3,4,1,2,2,1,4,4,3,2,4,4,2,2,2,2,5,4,2,4,2,5,2,5,2,4,3,5,2,2,5,2
74,Direct,20,3,1,1,2,4,1,2,2,4,4,2,2,4,4,2,1,2,1,4,4,3,1,4,4,2,5,1,5,6,1,1,4,1,5,1,6,1,5,2,5,1,1,6,1,1,4,1,1,1,4,4,1,1,4,4,1,1,1,1,4,4,2,1,4,4,3,5,1,5,6,1,1,6,1,6,1,5,1,5,1,6,1,1,6,1
75,Indirect,19,1,2,2,3,3,3,2,3,4,4,2,2,4,4,2,2,2,2,3,3,2,3,4,4,5,3,1,5,5,3,2,4,1,5,1,6,1,5,2,5,1,1,6,2,2,3,2,1,1,4,4,1,1,4,4,2,1,1,2,4,4,1,2,4,4,5,3,1,6,6,2,2,6,1,5,2,5,1,4,2,6,1,1,6,1
76,Control,20,1,2,1,2,3,2,1,1,3,3,2,2,3,2,2,2,2,2,4,3,3,3,4,4,5,5,2,4,5,1,2,4,3,5,1,6,1,4,1,5,1,2,6,1,2,3,2,1,1,3,3,2,2,3,3,2,2,1,1,4,4,2,2,4,4,5,4,2,5,5,1,1,4,1,5,1,6,1,4,2,5,1,2,5,2
77,Direct,18,1,2,1,3,3,2,3,4,3,3,2,4,3,3,4,2,3,4,3,3,4,3,4,3,5,5,3,4,5,3,5,3,4,5,5,5,4,3,4,5,3,4,5,3,2,3,3,2,3,3,3,3,3,3,3,4,1,3,3,4,3,4,3,4,4,5,3,2,4,4,3,4,3,4,5,4,5,3,5,3,5,3,4,5,3
78,Indirect,18,1,2,1,3,4,2,2,3,3,4,2,2,4,3,1,1,3,2,3,3,2,2,3,3,5,5,2,5,4,2,3,5,2,5,2,4,4,3,2,5,2,2,4,2,2,4,1,1,2,4,3,2,2,4,4,2,1,2,2,4,3,1,2,4,4,5,5,2,5,5,2,2,5,2,5,2,5,4,4,2,5,1,2,4,2
79,Control,18,1,2,2,4,4,3,3,3,3,4,2,2,4,4,2,3,4,2,4,2,2,3,3,4,5,5,2,5,2,2,3,4,2,5,4,5,2,6,3,5,1,1,6,1,3,4,2,2,3,4,4,1,2,4,4,2,2,3,2,4,3,1,2,4,4,6,5,3,4,5,2,2,5,1,3,1,5,2,5,2,6,1,1,5,1
80,Direct,20,2,1,1,5,2,3,3,4,2,3,4,3,2,2,4,3,3,4,3,3,4,4,3,3,2,3,4,2,3,5,6,2,5,2,5,2,5,2,5,2,4,5,2,5,3,3,3,3,4,2,3,4,3,2,2,4,3,4,4,3,3,4,4,3,3,3,2,4,2,2,5,5,3,5,2,5,3,4,2,5,3,5,5,2,4
81,Indirect,19,2,2,1,3,2,3,2,2,2,3,2,2,3,2,3,1,1,1,2,4,3,3,4,2,2,2,3,5,3,1,4,3,3,4,3,4,4,3,1,4,3,3,5,2,2,3,2,2,2,3,2,2,3,2,3,2,2,3,2,2,2,2,3,2,2,4,4,2,5,3,1,4,3,3,3,3,4,4,4,3,5,3,3,5,2
82,Control,19,2,2,1,4,4,3,1,2,4,4,1,1,4,4,1,1,1,1,3,4,2,1,4,4,2,5,1,4,6,1,1,4,1,6,1,5,2,5,1,6,1,1,6,1,1,4,2,1,1,4,4,NA,1,4,4,1,1,1,1,4,4,1,1,4,4,4,5,NA,5,6,1,1,5,1,5,1,5,1,6,2,NA,1,1,6,1
83,Direct,18,1,2,1,3,4,2,1,2,4,4,1,1,4,4,1,1,2,2,4,4,3,3,4,4,3,5,1,5,5,3,1,5,1,5,2,6,1,5,4,5,1,2,6,1,2,4,1,1,2,4,4,1,1,4,3,1,2,2,2,4,4,3,2,4,4,4,5,1,5,5,2,1,5,1,5,1,6,1,5,2,6,1,1,5,1
84,Indirect,21,2,1,1,4,3,3,2,2,3,4,3,2,3,4,3,3,2,2,2,4,4,3,3,4,4,5,3,4,3,4,3,5,4,2,5,4,1,4,5,4,2,4,5,5,3,3,3,2,2,3,4,2,2,3,3,2,3,3,2,2,4,4,2,3,3,4,5,2,4,4,2,2,5,2,5,3,4,2,5,4,6,2,1,5,3
85,Control,19,1,1,1,4,3,2,1,2,4,3,2,2,4,4,2,2,2,2,4,3,3,3,4,3,6,4,2,4,5,3,3,5,3,5,3,5,2,5,3,6,2,2,5,2,4,3,2,1,2,3,3,3,2,4,4,2,3,1,1,3,3,2,2,4,3,4,4,1,4,4,2,2,4,2,5,2,4,2,5,3,4,1,1,5,2
86,Direct,18,1,1,1,3,3,2,1,2,3,3,2,2,4,3,2,2,2,2,3,3,2,2,3,4,5,4,4,5,5,2,2,5,2,5,1,5,2,4,2,5,2,2,4,2,2,4,2,2,2,4,4,2,2,4,4,2,2,2,2,3,4,2,2,4,4,5,4,4,6,5,1,1,5,1,6,1,5,5,4,1,5,1,1,5,1
87,Indirect,18,1,2,1,4,3,2,2,2,4,3,1,2,2,3,3,2,3,3,2,3,4,2,3,3,3,5,4,3,5,2,4,3,4,5,4,4,3,5,2,5,4,4,4,1,4,2,3,3,2,3,3,2,2,3,3,3,1,2,3,3,2,4,2,3,3,4,5,4,4,4,2,3,3,2,4,5,4,4,5,2,4,3,3,4,2
88,Control,22,4,1,1,3,3,4,1,2,3,3,2,3,4,3,2,2,2,2,4,3,3,2,4,3,5,6,2,5,4,1,2,4,2,4,2,5,2,6,2,5,1,2,4,2,2,3,2,2,2,4,3,2,2,4,4,2,3,2,1,4,3,3,2,3,3,5,5,2,5,5,1,2,5,1,5,1,6,2,6,1,5,1,2,4,1
89,Direct,22,4,1,1,5,3,3,2,2,4,3,1,3,4,4,3,2,2,3,3,3,4,3,3,3,2,5,1,4,5,3,3,4,3,5,4,5,2,5,4,4,1,2,5,3,2,4,2,1,2,4,4,1,2,4,4,2,1,2,1,4,4,3,2,4,4,3,5,1,5,NA,2,2,5,2,4,3,5,2,5,3,5,2,2,NA,2
90,Indirect,22,4,1,1,3,4,3,1,2,3,4,1,1,3,3,1,1,1,1,3,4,2,1,4,4,4,5,2,5,5,1,1,5,1,5,1,5,1,4,1,5,1,1,4,1,3,4,1,1,1,3,3,1,1,3,3,1,1,1,1,3,4,4,1,3,4,4,4,1,4,4,1,1,4,1,1,4,4,3,4,1,4,1,1,2,1
91,Control,20,3,2,1,2,4,2,1,2,4,4,1,2,4,4,2,1,1,1,4,3,2,2,4,4,5,5,2,5,5,1,2,5,2,5,2,5,1,5,2,5,1,1,5,2,4,4,1,1,1,4,3,1,2,4,4,1,1,1,1,4,4,1,1,4,4,5,5,2,5,5,2,2,5,2,5,2,5,2,5,2,5,2,2,5,2
92,Direct,19,2,1,1,4,3,1,1,1,4,3,2,2,3,3,3,1,2,1,4,4,3,2,4,4,4,5,2,4,5,1,2,4,2,5,2,5,1,5,1,5,1,1,5,1,4,4,1,1,2,4,4,1,2,3,4,2,1,1,2,4,4,3,1,4,4,4,5,2,4,5,1,2,5,2,5,2,5,1,5,1,6,1,1,6,1
93,Indirect,19,2,2,1,3,3,1,2,2,3,3,2,4,3,3,3,NA,2,1,3,3,4,1,3,3,3,2,1,4,5,4,1,2,4,4,4,6,2,3,2,5,4,4,1,1,2,3,2,2,1,4,3,2,3,3,3,2,2,2,1,4,3,3,3,3,3,4,4,2,5,4,4,4,4,5,4,4,5,5,5,3,5,5,3,2,2
94,Control,19,1,2,1,3,3,3,2,2,3,2,3,3,3,3,2,2,2,2,2,3,3,2,3,3,3,4,2,4,5,3,2,4,3,5,3,4,4,3,3,5,2,4,4,1,2,3,3,2,2,3,3,2,3,3,3,2,2,3,2,3,2,2,2,3,4,3,3,2,4,5,4,2,5,2,5,3,3,4,2,3,5,1,4,3,2
95,Direct,19,1,1,1,4,3,3,1,3,4,4,2,2,4,4,2,2,1,1,4,4,2,3,3,3,4,4,3,4,4,2,2,4,1,5,1,5,1,5,2,5,1,4,4,1,2,4,2,1,2,NA,4,1,1,4,4,2,1,1,2,4,4,2,2,4,4,5,5,2,5,5,2,2,5,1,6,1,5,2,6,2,5,1,1,5,1
96,Indirect,18,1,1,1,4,3,2,2,1,4,3,2,3,4,4,1,1,3,1,3,3,4,1,2,3,2,4,4,4,3,2,1,3,1,5,2,5,1,4,3,4,1,1,4,2,4,3,2,2,1,4,3,2,2,4,3,1,2,3,1,3,3,4,1,3,3,1,4,4,4,5,2,1,3,1,4,2,5,1,4,2,4,1,1,5,1
97,Control,19,1,2,1,3,3,4,3,4,3,2,3,3,3,2,4,3,3,3,2,2,4,3,3,3,3,3,4,2,3,3,4,2,4,3,4,4,3,4,3,4,4,3,2,2,3,3,4,2,3,3,2,2,3,3,2,4,3,3,4,2,2,3,3,3,3,2,4,3,2,4,4,4,2,4,3,4,3,4,4,3,4,3,4,2,2
98,Direct,21,1,2,1,3,4,2,1,2,4,4,1,1,4,4,2,1,NA,2,4,4,2,2,4,4,5,5,1,5,6,1,2,5,2,5,1,6,2,6,1,6,1,2,6,1,1,4,2,1,2,4,4,1,1,4,4,2,1,1,2,4,4,2,2,4,4,5,5,1,5,6,1,2,5,1,5,1,6,1,6,2,6,1,1,6,1
99,Indirect,20,3,2,1,3,4,2,1,2,4,4,2,2,4,4,1,1,1,2,4,4,2,3,4,4,4,4,3,4,5,2,1,4,1,5,1,5,1,5,2,5,1,2,5,2,2,4,1,1,1,4,4,2,2,4,2,1,1,1,1,4,4,2,3,4,4,4,5,3,4,5,2,2,5,2,5,2,5,2,5,2,5,2,2,5,2
100,Control,19,2,2,1,4,4,3,4,4,3,3,3,2,3,2,3,3,2,3,3,2,4,3,2,3,2,4,3,2,3,2,5,1,4,4,6,4,4,2,2,5,2,3,4,4,4,3,4,3,3,3,3,3,3,2,2,3,3,3,3,2,2,4,3,2,3,2,4,3,4,2,4,5,1,4,2,6,5,5,4,2,4,4,5,4,3
101,Direct,19,2,2,1,2,3,2,1,2,4,3,2,2,3,3,3,2,3,3,3,2,2,3,3,3,2,4,2,3,3,4,4,4,4,3,4,5,2,5,4,5,2,4,5,2,1,3,2,1,2,4,3,2,2,3,3,2,2,3,3,3,2,2,3,3,3,3,4,3,3,4,4,4,3,4,3,4,5,3,5,4,5,1,4,5,3
102,Indirect,19,1,2,1,4,3,3,2,3,3,3,2,3,2,3,3,2,3,4,1,3,4,3,3,3,1,3,3,2,4,4,4,1,6,4,5,4,3,2,6,3,6,4,4,2,2,3,3,2,3,3,3,2,3,2,3,3,2,3,3,2,3,3,3,3,3,2,3,2,2,3,4,4,3,5,4,4,4,3,3,4,4,4,4,3,2
103,Control,20,3,2,1,4,2,4,3,4,2,3,2,3,3,2,3,2,3,3,3,2,2,4,3,3,5,5,2,4,3,5,5,4,5,3,5,4,4,3,5,5,2,4,4,2,2,3,3,2,3,2,2,1,3,3,3,3,3,3,3,4,2,2,4,3,3,5,5,2,5,3,4,4,5,4,3,5,4,4,3,3,5,3,3,5,1
104,Direct,23,4,2,1,2,3,2,1,2,4,3,1,1,4,3,1,1,2,1,4,4,1,1,4,4,6,5,1,5,5,1,1,4,2,6,2,5,2,5,1,5,1,1,6,1,1,4,1,1,1,4,4,1,2,4,4,1,1,1,1,4,4,1,2,4,4,5,5,1,5,5,1,1,4,1,6,1,5,2,5,2,5,1,1,6,1
105,Indirect,26,5,2,1,1,4,2,1,1,4,4,1,1,4,4,1,2,1,1,4,4,1,1,4,4,6,6,1,6,6,1,1,5,1,6,1,6,1,4,1,6,2,1,6,1,1,3,3,1,1,4,4,1,1,4,4,1,2,1,1,4,4,1,1,4,4,6,6,1,6,6,NA,1,5,1,6,1,5,1,4,1,6,1,1,6,1
106,Control,19,2,2,1,2,3,3,2,2,3,3,2,2,4,3,3,3,2,2,3,3,2,3,4,4,5,4,2,5,4,4,4,5,4,4,2,4,3,4,2,5,2,2,4,3,3,3,3,2,2,3,3,2,2,4,3,3,2,2,2,3,3,2,3,4,3,5,4,3,6,4,3,3,4,2,4,2,5,3,5,2,5,2,3,4,4
107,Direct,18,1,2,1,2,4,1,2,2,4,4,1,1,4,4,2,1,1,1,4,3,2,1,4,4,5,5,1,6,6,1,1,5,1,6,1,5,1,6,1,6,1,1,6,1,2,3,1,1,2,4,4,1,1,4,4,2,1,1,1,4,4,1,1,4,4,6,6,1,5,6,1,1,6,1,6,1,6,1,6,2,6,1,1,6,1
108,Indirect,19,2,1,1,2,3,2,2,2,4,3,2,2,4,4,2,2,2,2,4,4,3,2,4,4,2,4,2,3,5,3,2,4,3,5,2,4,2,6,2,5,2,2,6,2,2,3,2,2,2,4,3,2,3,3,4,2,2,2,2,4,4,3,2,4,4,3,4,2,4,6,2,2,4,2,6,2,4,3,6,2,5,2,2,6,3
109,Control,18,1,2,1,4,3,2,2,3,3,3,2,3,3,3,3,2,2,3,3,4,2,3,4,4,5,5,3,4,4,4,4,6,2,5,4,5,4,5,2,5,2,3,6,3,2,3,3,2,2,3,3,2,2,4,2,3,3,3,3,3,3,2,3,4,4,5,5,2,5,4,4,2,6,4,4,4,4,4,5,3,6,1,3,5,3
110,Direct,19,2,2,1,3,3,1,2,3,4,4,1,1,4,3,2,1,2,2,4,4,2,2,4,4,5,4,2,4,4,3,2,4,2,5,2,5,5,5,2,4,2,2,5,2,2,3,2,1,2,4,4,2,2,4,3,2,2,2,2,4,4,2,1,4,4,5,4,2,5,5,2,2,5,2,5,3,5,2,5,2,5,2,2,5,2
111,Indirect,18,1,2,1,2,2,3,4,4,2,2,4,3,2,3,4,3,3,3,2,2,4,4,3,2,3,3,6,3,3,4,6,4,4,2,5,4,5,3,3,4,3,3,2,4,2,2,3,3,3,2,2,4,3,2,3,4,3,4,4,2,2,3,4,3,2,2,4,5,3,4,4,NA,4,4,3,4,3,4,5,4,4,4,4,1,4
112,Control,19,2,NA,5,2,4,1,1,2,4,3,1,2,4,4,2,1,1,1,4,3,1,2,4,4,5,5,1,6,6,1,2,5,1,6,1,6,1,5,1,6,1,1,6,1,3,3,1,1,1,4,3,1,3,4,4,1,3,2,1,4,3,1,2,4,4,5,4,1,5,6,2,2,5,1,5,2,6,2,6,1,6,1,2,6,1
113,Direct,19,2,1,1,3,3,3,3,2,3,2,3,3,3,3,3,3,3,2,1,3,3,2,3,3,2,4,3,4,4,3,4,4,4,3,4,5,3,2,3,5,4,3,4,4,2,3,3,3,2,3,3,3,2,3,3,3,2,3,2,2,3,3,2,3,3,3,4,2,4,4,3,3,5,4,4,4,5,2,2,2,4,4,3,4,4
114,Indirect,20,1,1,1,3,4,1,1,3,4,4,1,1,3,3,2,3,1,1,4,4,2,2,4,4,5,4,1,5,6,1,1,4,2,5,1,6,2,6,1,5,2,2,6,1,2,4,1,1,3,4,3,1,2,4,3,2,2,1,1,4,4,2,1,4,4,5,5,1,5,6,1,1,5,1,5,2,6,4,5,2,6,1,4,6,1
115,Control,18,1,2,1,1,3,2,1,2,4,4,1,1,4,4,1,1,1,2,3,4,3,1,4,4,4,4,1,4,6,1,1,5,1,6,1,6,1,6,1,6,3,1,6,1,1,4,1,1,1,4,3,1,1,4,4,1,1,1,1,3,4,2,1,4,4,4,4,1,5,1,1,5,1,6,1,6,1,6,1,6,1,2,1,6,1
116,Direct,19,2,1,1,3,3,4,3,3,3,3,2,2,4,3,3,3,2,2,2,3,3,2,2,3,3,4,3,4,4,3,3,4,2,4,3,4,3,5,3,5,2,4,4,2,2,3,3,3,3,3,3,3,2,4,3,3,3,2,2,2,3,3,2,2,3,3,4,3,4,4,3,3,3,2,4,2,4,3,4,3,5,1,3,4,3
117,Indirect,21,2,2,1,3,4,4,3,2,4,4,1,1,3,3,3,1,1,1,3,3,3,3,3,3,5,5,2,4,4,1,2,5,2,5,2,5,2,5,1,5,1,2,5,1,3,3,2,3,2,4,3,2,2,3,3,3,2,3,2,4,2,3,3,3,3,4,5,2,4,4,1,2,5,1,4,1,5,2,4,2,5,1,1,4,1
118,Control,20,2,2,1,2,4,2,2,3,4,4,1,2,3,3,2,1,2,2,4,3,2,2,3,3,5,4,2,4,5,2,3,5,2,5,3,6,2,5,2,5,2,3,6,2,2,3,2,2,2,4,4,2,2,3,3,3,2,3,2,3,3,2,3,3,3,4,4,2,5,5,2,2,5,3,5,2,5,2,5,2,3,3,3,5,2
119,Direct,19,2,1,1,4,3,2,2,2,4,3,2,3,4,4,2,2,2,3,3,3,2,3,4,4,4,4,2,5,5,4,3,5,1,5,4,5,2,4,2,5,1,2,5,2,3,3,2,2,2,4,4,2,2,4,4,2,2,3,2,3,3,2,3,3,3,4,4,3,5,5,3,2,5,2,5,2,5,2,4,4,5,2,2,5,2
120,Indirect,19,1,2,1,4,3,3,2,4,3,3,2,4,2,3,3,1,3,3,4,4,4,3,3,3,4,5,2,3,5,5,4,4,6,6,5,5,5,4,3,4,6,5,5,4,2,3,2,2,3,2,3,2,3,3,3,3,2,4,3,4,3,4,3,3,3,5,5,2,4,4,2,4,5,6,4,4,5,5,4,2,5,6,4,6,1
121,Control,18,1,2,1,2,3,2,2,2,4,4,2,2,3,3,2,1,2,1,3,3,1,2,3,3,5,5,2,6,6,3,3,6,2,5,2,5,2,6,3,6,1,2,6,2,1,3,1,2,2,4,4,2,2,4,3,2,1,2,1,3,3,1,2,4,4,6,5,1,6,5,2,2,6,1,5,1,6,1,6,4,6,1,1,6,1
122,Direct,18,1,2,1,3,4,1,1,1,4,4,1,2,3,4,1,1,1,1,4,4,2,2,4,4,4,4,2,4,6,2,1,4,1,5,1,5,1,6,2,5,1,1,6,1,1,4,1,1,1,4,4,1,1,3,4,1,1,1,1,4,4,2,2,4,4,4,5,1,5,6,2,1,5,1,6,2,6,1,6,2,6,1,1,6,1
123,Indirect,18,1,1,1,3,3,1,1,2,2,3,2,2,3,3,2,1,1,2,3,4,2,2,4,4,5,4,2,4,4,3,2,3,2,5,2,4,2,4,3,5,2,2,3,2,2,3,2,1,1,3,4,2,1,3,3,2,1,1,1,4,4,2,2,4,4,4,4,2,5,4,2,1,5,2,5,2,5,2,5,3,5,2,2,5,2
124,Control,18,2,2,4,5,3,2,3,2,3,2,2,4,2,4,2,2,3,3,3,4,4,3,4,4,2,4,2,1,5,2,3,2,2,6,2,4,1,4,2,4,1,4,6,1,3,3,2,2,2,3,3,2,3,2,3,2,2,3,2,3,4,4,3,4,4,2,4,2,1,5,1,3,2,2,4,2,3,2,4,1,2,1,1,5,1
125,Direct,19,2,2,2,2,3,2,2,2,3,3,2,2,3,3,2,2,2,2,4,4,3,3,3,3,4,4,2,5,4,4,2,5,2,4,2,4,3,4,2,5,2,2,4,2,1,3,2,2,1,3,3,2,2,3,3,2,2,2,2,4,3,2,3,3,3,4,4,2,4,4,2,2,5,2,4,2,4,3,4,2,4,2,2,5,2
126,Indirect,18,1,1,1,4,4,2,2,3,3,4,2,1,4,3,2,1,2,NA,3,3,2,2,3,3,4,5,2,3,5,1,3,5,2,4,3,5,2,4,2,5,1,1,4,1,3,3,1,2,2,3,4,2,1,4,3,2,1,2,2,3,3,2,3,3,3,3,5,2,4,5,2,1,6,2,4,2,5,1,4,2,5,1,2,5,1
127,Control,18,1,2,1,4,4,2,2,2,3,4,2,2,4,4,2,3,3,2,4,3,1,1,4,4,5,5,2,5,5,2,1,5,1,5,2,6,2,3,1,6,1,1,6,1,4,4,1,2,2,3,3,1,2,4,3,2,3,2,1,4,3,2,2,4,4,5,5,1,5,4,2,1,5,1,6,2,5,1,4,1,6,1,1,6,1
128,Direct,21,4,2,1,3,3,2,1,1,4,3,1,2,4,4,1,1,1,1,4,3,3,2,4,4,4,5,1,4,6,1,1,4,1,4,3,5,2,4,1,5,1,1,6,1,1,4,1,1,1,3,4,1,2,4,4,1,1,1,1,4,4,1,1,4,4,6,5,1,4,5,1,1,4,1,5,1,4,1,5,1,5,1,1,6,1
129,Indirect,21,3,2,1,2,2,3,2,3,4,2,2,1,3,3,2,2,2,2,3,3,4,3,3,3,4,5,1,2,4,4,3,5,3,5,3,5,2,3,2,4,2,3,6,1,1,4,1,1,1,4,3,2,2,4,3,2,1,3,3,4,4,3,3,3,3,4,4,1,4,4,3,4,5,3,5,3,4,2,4,4,5,3,3,6,2
130,Control,18,1,1,1,4,3,3,2,3,1,3,2,2,3,4,3,3,3,2,4,2,4,3,3,3,3,5,4,3,4,2,3,3,2,3,2,4,4,4,2,4,4,4,3,5,3,3,2,2,3,2,3,2,2,3,4,2,2,2,2,4,3,3,3,4,4,4,4,3,4,4,2,3,4,3,4,3,4,3,4,2,4,2,3,3,4
131,Direct,19,1,2,1,4,2,4,3,3,3,2,3,2,3,4,3,1,4,4,2,3,2,4,4,3,1,1,2,1,3,1,3,5,4,6,4,3,1,3,3,2,6,3,6,3,3,3,2,3,3,3,4,2,3,3,3,3,3,3,2,3,2,3,2,2,2,4,4,2,2,3,3,4,5,4,3,4,3,2,3,4,4,4,3,4,4
132,Indirect,19,1,2,1,3,4,3,2,3,4,3,2,3,3,3,2,2,2,2,3,3,3,2,4,4,2,4,2,4,5,NA,1,2,3,5,2,5,2,5,3,5,2,2,6,2,2,4,3,2,2,4,3,2,2,2,4,2,2,2,3,4,4,3,2,4,4,2,5,1,5,5,3,2,3,3,5,2,5,2,5,2,5,2,2,6,1
133,Control,19,2,2,2,3,3,2,3,2,4,3,2,3,4,4,2,1,2,1,3,4,2,3,4,4,5,4,2,5,5,2,2,5,2,5,2,5,2,4,2,5,2,2,5,2,2,2,2,1,2,3,4,3,2,4,3,2,2,1,1,4,4,2,2,4,2,3,3,2,3,4,3,2,4,2,5,2,5,3,4,2,4,2,2,5,2
134,Direct,24,2,1,2,2,4,2,1,2,4,4,1,1,4,3,2,2,2,3,4,4,3,2,4,4,4,5,1,5,4,2,1,6,2,5,2,6,1,2,4,6,1,1,6,1,1,4,1,1,2,4,4,1,1,4,4,1,2,1,2,4,4,3,1,4,4,6,5,1,6,5,1,1,6,1,6,1,6,1,4,1,6,1,1,6,1
135,Indirect,18,1,2,1,3,4,3,1,2,4,4,1,1,3,4,2,2,1,2,3,4,2,1,4,4,2,4,1,3,6,2,1,3,2,6,2,6,2,5,3,6,1,2,6,1,2,4,1,1,2,4,4,1,1,3,4,1,2,1,2,2,4,2,1,4,4,2,5,1,3,6,2,1,3,2,6,2,5,2,5,1,5,1,2,6,2
136,Control,18,1,2,1,3,3,2,3,4,4,3,1,3,1,3,2,2,3,3,2,3,4,3,3,4,1,5,1,3,4,1,5,2,3,4,5,3,1,3,2,5,3,6,6,4,3,3,3,4,4,2,3,3,2,2,3,2,1,4,3,3,3,4,4,3,3,1,4,1,2,2,2,4,2,4,5,3,3,2,6,3,4,4,4,6,4
137,Direct,22,3,NA,3,2,1,1,3,4,3,2,1,3,3,2,2,3,2,4,3,4,4,3,4,3,3,3,2,4,4,2,3,5,4,5,3,3,2,6,4,6,2,3,6,1,2,3,3,2,2,4,4,3,1,2,2,2,3,3,2,4,3,4,3,4,2,5,3,1,6,5,3,3,5,2,4,4,6,1,6,5,6,2,3,6,1
138,Indirect,20,3,2,1,3,2,4,3,4,2,2,3,3,2,3,3,2,4,3,2,2,4,3,3,3,2,4,3,2,4,3,3,2,4,4,4,3,5,2,5,4,4,4,3,4,3,2,4,3,4,2,2,3,3,2,2,3,3,3,3,2,2,4,3,3,3,2,3,4,2,2,4,3,2,5,4,4,3,5,3,4,3,5,4,3,4
139,Control,19,2,2,2,3,4,3,2,3,4,4,2,2,4,4,3,2,4,3,4,3,2,3,4,4,5,5,2,5,5,3,3,4,3,5,2,5,2,5,2,6,1,2,6,1,2,4,2,2,3,4,4,2,2,4,4,2,2,NA,2,4,4,2,2,4,4,5,5,1,6,5,2,3,5,2,4,2,6,2,6,2,5,1,2,6,2
140,Direct,20,2,1,2,5,3,2,4,4,3,2,4,4,2,2,4,3,2,3,2,2,3,3,2,2,1,4,2,5,4,2,5,3,6,3,3,2,4,1,6,3,4,4,4,4,1,3,2,2,2,4,4,3,2,4,2,3,3,3,3,4,4,1,2,4,4,6,5,4,6,5,2,1,6,1,5,1,5,2,5,5,6,1,2,5,1
